serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
1951,Y8yTY_7w3KA,"Excellent review, as always.","Excellent review, as always.",[],"['excellent', 'review']",0.5719,Positive
1952,Y8yTY_7w3KA,If the Seal is anything like their trucks then no.,If the Seal is anything like their trucks then no.,['Seal'],"['seal', 'like']",0.3612,Positive
1953,Y8yTY_7w3KA,Your photographer is a girl,Your photographer is a girl,[],['girl'],0.0,Neutral
1954,Y8yTY_7w3KA,I wish you had tested Android Auto and Apple Carplay in the vertical screen position. That would have been super interesting :-),I wish you had tested Android Auto and Apple Carplay in the vertical screen position. That would have been super interesting :-),"['Android Auto', 'Apple Carplay']","['position', 'auto apple', 'vertical', 'super', 'apple carplay']",0.891,Positive
1955,Y8yTY_7w3KA,The indicator noise would be enough to stop me buying it. Sounds awful.,The indicator noise would be enough to stop me buying it. Sounds awful.,[],"['stop buying', 'noise', 'indicator', 'awful', 'stop']",-0.6369,Negative
1956,Y8yTY_7w3KA,The girl in leather pants is included with the car?,The girl in leather pants is included with the car?,[],"['included', 'girl', 'pants', 'leather', 'car']",0.0,Neutral
1957,Y8yTY_7w3KA,Byd is very value for money in Asia. You seem to get more than what you paid for,Byd is very value for money in Asia. You seem to get more than what you paid for,['Asia'],"['value money', 'value', 'paid', 'money', 'byd']",0.4005,Positive
1958,Y8yTY_7w3KA,"I think this one is substantially better looking than a Tesla Model 3, and better equipped.  Impressive.","I think this one is substantially better looking than a Tesla Model 3, and better equipped. Impressive.",['Model 3'],"['better', 'looking tesla', 'better looking', 'impressive', 'tesla model']",0.8553,Positive
1959,Y8yTY_7w3KA,Way too much piano black. Hate it.,Way too much piano black. Hate it.,[],"['piano black', 'piano', 'black', 'hate', 'way']",-0.5719,Negative
1960,Y8yTY_7w3KA,CCP spy car never let your family close to this,CCP spy car never let your family close to this,['CCP'],"['spy', 'close', 'family', 'let', 'ccp']",0.0,Neutral
1961,Y8yTY_7w3KA,A superb rEView of a fascinating vehicle,A superb rEView of a fascinating vehicle,[],"['vehicle', 'review']",0.8225,Positive
1962,Y8yTY_7w3KA,They copied everything..,They copied everything..,[],['copied'],0.0,Neutral
1963,Y8yTY_7w3KA,"Brands with no history of reliability, trying to disrupt the European car market with lower prices by government subventions in China. These cars have shown that they have the worst value retention, you pretty much can't sell them after a couple of years. You should caution your viewers about this. I have watched many of your videos and the reviews on specifically chinese brands seem slightly less harsh and objective than the rest.","Brands with no history of reliability, trying to disrupt the European car market with lower prices by government subventions in China. These cars have shown that they have the worst value retention, you pretty much can't sell them after a couple of years. You should caution your viewers about this. I have watched many of your videos and the reviews on specifically chinese brands seem slightly less harsh and objective than the rest.","['European', 'China', 'chinese']","['brands', 'specifically', 'slightly', 'viewers', 'car market']",-0.6403,Negative
1964,Y8yTY_7w3KA,"Thank you, Thomas, for your always honest and thorough reviews.
However, when comparing this to the Model 3, I think it’s crucial to mention which version you are comparing it to, now when the Model 3 Highland is out.
I guess, since you haven’t driven the Highland version yet, only examining it at a showroom, you are comparing it to the old one. So, if that’s the case, I think you should be very clear about that (also in the topic).
Other than that – great work!","Thank you, Thomas, for your always honest and thorough reviews. However, when comparing this to the Model 3, I think it’s crucial to mention which version you are comparing it to, now when the Model 3 Highland is out. I guess, since you haven’t driven the Highland version yet, only examining it at a showroom, you are comparing it to the old one. So, if that’s the case, I think you should be very clear about that (also in the topic). Other than that – great work!","['Thomas', 'the Model 3', 'the Model 3 Highland', 'Highland']","['comparing', 'highland', 'version', 'think', 'model']",0.9199,Positive
1965,Y8yTY_7w3KA,The interior design looks like it comes from wish...,The interior design looks like it comes from wish...,[],"['comes', 'wish', 'design', 'looks like', 'interior']",0.6369,Positive
1966,Y8yTY_7w3KA,Please review the Lotus eletre and emeya if you can also the chinese HiPhi cars.,Please review the Lotus eletre and emeya if you can also the chinese HiPhi cars.,"['Lotus', 'HiPhi']","['review', 'cars', 'chinese']",0.3182,Positive
1967,Y8yTY_7w3KA,make it ice cream truck sound as engine sound simulator,make it ice cream truck sound as engine sound simulator,[],"['sound', 'cream truck', 'truck', 'ice cream', 'cream']",0.0,Neutral
1968,Y8yTY_7w3KA,Looks like a handsome alternative to the model 3 for the folks who prefer a traditional EV,Looks like a handsome alternative to the model 3 for the folks who prefer a traditional EV,[],"['traditional', 'prefer', 'looks like', 'ev', 'model']",0.6908,Positive
1969,Y8yTY_7w3KA,I might have missed it but what are the headlights like? Any active shadowing?,I might have missed it but what are the headlights like? Any active shadowing?,[],"['missed', 'like']",0.7622,Positive
1970,Y8yTY_7w3KA,"Byd is definitely a couple steps above the mainstream Jap or Korea brands, would say its better than even most of the Lexus, except the most top end ones.","Byd is definitely a couple steps above the mainstream Jap or Korea brands, would say its better than even most of the Lexus, except the most top end ones.","['Korea', 'Lexus']","['korea', 'lexus', 'couple', 'ones', 'definitely']",0.7713,Positive
1971,Y8yTY_7w3KA,China EV brands are invading the world just like Japanese car brands did in the 70s.,China EV brands are invading the world just like Japanese car brands did in the 70s.,"['China EV', 'Japanese']","['brands', 'car brands', 'just like', 'japanese', 'world']",0.3612,Positive
1972,Y8yTY_7w3KA,Is the wheel vegan? Do directions appear on the hud? Wireless android auto?,Is the wheel vegan? Do directions appear on the hud? Wireless android auto?,['hud'],"['wireless', 'vegan', 'hud', 'android auto', 'android']",0.0,Neutral
1973,Y8yTY_7w3KA,"Edit: BYD Denmark has reached back to me and said they have confirmed with Product Management that the seats are ""real leather"", which I strongly assume means animal. So it seems like even higher up sources at BYD have conflicting info and can't figure out what material the seats are. 

I sure hope not the seats are fake leather. In Denmark it says they are leather, that would be a huge error. This was a major contributor to me picking the Seal, because the seats are supposed to be leather. Unlike the Tesla which have awful quality. I have messaged BYD Denmark about this, will update this comment when i get an answer.","Edit: BYD Denmark has reached back to me and said they have confirmed with Product Management that the seats are ""real leather"", which I strongly assume means animal. So it seems like even higher up sources at BYD have conflicting info and can't figure out what material the seats are. I sure hope not the seats are fake leather. In Denmark it says they are leather, that would be a huge error. This was a major contributor to me picking the Seal, because the seats are supposed to be leather. Unlike the Tesla which have awful quality. I have messaged BYD Denmark about this, will update this comment when i get an answer.","['Denmark', 'Product Management', 'BYD', 'Tesla']","['leather', 'seats', 'byd', 'supposed', 'answer']",0.0679,Positive
1974,Y8yTY_7w3KA,"The battery in the Seal (BYD blade LFP cells) supports very fast charing, when coupled with a thermal management system that can keep the heat in check.

The same cells in the model Y charge twice as fast 10-80% in 20 minutes - which is class leading in 2023 (until CATL Shenxing goes mass market in 2024 bringing 10-80% down to around 10 min).
https://www.youtube.com/watch?v=3kp5nDGtDFo&t=814s&ab_channel=Hitman006xp

BYD will most likely tune the cooling in the facelift or now through software update, updated AC compressor  and more aggressive charging algorithm (start cooling immediately on fast charge) to improve cooling times.

The reason it is optimized for around 150 kwh until 60% is for efficiency and because in China that is the typical fast charger speed based on the GB/T charging standard (CCS equivalent from China).

If they want to be successful in Europe, BYD needs to improve the charging speed significantly.","The battery in the Seal (BYD blade LFP cells) supports very fast charing, when coupled with a thermal management system that can keep the heat in check. The same cells in the model Y charge twice as fast 10-80% in 20 minutes - which is class leading in 2023 (until CATL Shenxing goes mass market in 2024 bringing 10-80% down to around 10 min). BYD will most likely tune the cooling in the facelift or now through software update, updated AC compressor and more aggressive charging algorithm (start cooling immediately on fast charge) to improve cooling times. The reason it is optimized for around 150 kwh until 60% is for efficiency and because in China that is the typical fast charger speed based on the GB/T charging standard (CCS equivalent from China). If they want to be successful in Europe, BYD needs to improve the charging speed significantly.","['BYD', 'LFP', 'CATL Shenxing', 'China', 'Europe']","['fast', '10', 'charging', 'improve', '80']",0.9433,Positive
1975,Y8yTY_7w3KA,기어노브 넘한거 아녀? ㅎㅎ,기어노브 넘한거 아녀? ㅎㅎ,[],[],0.0,Neutral
1976,Y8yTY_7w3KA,That seat close up already shows lots of dirt from pants. Whoops.,That seat close up already shows lots of dirt from pants. Whoops.,[],"['pants', 'close', 'shows', 'lots', 'seat']",-0.34,Negative
1977,Y8yTY_7w3KA,The sound this car is making while crawling reminds me of an old ice-cream van. Expect to be followed by a dozen kids.,The sound this car is making while crawling reminds me of an old ice-cream van. Expect to be followed by a dozen kids.,[],"['expect', 'kids', 'reminds', 'van', 'cream van']",0.0,Neutral
1978,Y8yTY_7w3KA,Named after the thousands of seals drowned by the gigantic Chinese poaching fleets every year?,Named after the thousands of seals drowned by the gigantic Chinese poaching fleets every year?,['Chinese'],"['seals', 'year', 'chinese']",-0.5994,Negative
1979,Y8yTY_7w3KA,"Now that various Chinese car manufacturers are rushing to European market, you could also discuss the ethics and cyber security of Chinese cars. Both areas are questionable to say the least. No matter how good quality the cars is, I wouldn't support China by buying one.","Now that various Chinese car manufacturers are rushing to European market, you could also discuss the ethics and cyber security of Chinese cars. Both areas are questionable to say the least. No matter how good quality the cars is, I wouldn't support China by buying one.","['Chinese', 'European', 'China']","['security', 'cars', 'chinese', 'car manufacturers', 'matter']",0.1945,Positive
1980,Y8yTY_7w3KA,10 x better than Telsa 3.,10 x better than Telsa 3.,[],"['10', 'better']",0.4404,Positive
1981,Y8yTY_7w3KA,Coming years are going to an AVAS nightmare,Coming years are going to an AVAS nightmare,['AVAS'],"['coming', 'going', 'years']",0.0,Neutral
1982,Y8yTY_7w3KA,That sound would annoy the hell out of me.,That sound would annoy the hell out of me.,[],"['annoy', 'hell', 'sound']",-0.8176,Negative
1983,Y8yTY_7w3KA,I ordered a Seal and will receive it in a week !😊,I ordered a Seal and will receive it in a week !😊,['Seal'],"['ordered seal', 'ordered', 'week', 'seal']",0.7424,Positive
1984,Y8yTY_7w3KA,"pa oni su več sad veči od tesle a to i nije teško,a očeli uspjet u evropi? miljon posto.tesla vrjedi 10 puta više od kompletnog mercedesa? smješno.","pa oni su več sad veči od tesle a to i nije teško,a očeli uspjet u evropi? miljon posto.tesla vrjedi 10 puta više od kompletnog mercedesa? smješno.","['veči', 'u evropi', 'posto.tesla vrjedi 10', 'kompletnog mercedesa']","['su', 'sad', '10', 'tesla']",-0.5362,Negative
1985,Y8yTY_7w3KA,🎵 Der Schrottsammler kommt….😂,🎵 Der Schrottsammler kommt….😂,"['Der Schrottsammler', 'kommt']",[],0.4404,Positive
1986,Y8yTY_7w3KA,"There is a Seal parking under my flat, it's gorgeous and stylish! I will certainly consider one next year when I move to Coventry.","There is a Seal parking under my flat, it's gorgeous and stylish! I will certainly consider one next year when I move to Coventry.","['Seal', 'Coventry']","['flat', 'consider', 'parking', 'year', 'seal']",0.7712,Positive
1987,Y8yTY_7w3KA,Does it feel better to drive than the new refreshed Model 3 too?,Does it feel better to drive than the new refreshed Model 3 too?,['Model 3'],"['refreshed', 'feel better', 'feel', 'new', 'drive']",0.4404,Positive
1988,Y8yTY_7w3KA,Thanks for a very fair and informative review.  Well done.  I've test driven the Tesla Model 3 and didn't particularly like the handling / overall feeling.  The Seal is now on my list.  Thanks again.,Thanks for a very fair and informative review. Well done. I've test driven the Tesla Model 3 and didn't particularly like the handling / overall feeling. The Seal is now on my list. Thanks again.,['Model 3'],"['thanks', 'feeling', 'list', 'handling', 'particularly']",0.8256,Positive
1989,Y8yTY_7w3KA,You two are very cute 🥰👌,You two are very cute 🥰👌,[],[],0.9517,Positive
1990,Y8yTY_7w3KA,"Thanks for another great video review Thomas. 

My wife wanted me to check if Lea's pants were also vegan-friendly high-grade leatherette. 😁",Thanks for another great video review Thomas. My wife wanted me to check if Lea's pants were also vegan-friendly high-grade leatherette. 😁,"['Thomas', 'Lea']","['leatherette', 'thanks great', 'wife', 'lea', 'vegan']",0.875,Positive
1991,Y8yTY_7w3KA,"Great review, calm collected without any hint of brand bias! Well done. Thank you for sharing! 🎉","Great review, calm collected without any hint of brand bias! Well done. Thank you for sharing! 🎉",[],"['great review', 'thank', 'brand', 'review', 'great']",0.9401,Positive
1992,Y8yTY_7w3KA,"The discussion of subsidy is not about subsidy, its about ""China"", lmfao.","The discussion of subsidy is not about subsidy, its about ""China"", lmfao.",['China'],['china'],0.5423,Positive
1993,Y8yTY_7w3KA,"Is good that BYD remove the ""Build Your Dreams"" tag at the rear. They even removed the BYD tag here at the middle which is available in some markets. Rear look so much cleaner.","Is good that BYD remove the ""Build Your Dreams"" tag at the rear. They even removed the BYD tag here at the middle which is available in some markets. Rear look so much cleaner.",['BYD'],"['tag', 'rear', 'markets', 'build dreams', 'available']",0.7635,Positive
1994,Y8yTY_7w3KA,"Oddly enough, I always see seals in the ocean where I go cycling. 
Lea’s black pants remind me of their shiny black heads!
Happy seals these days - catching salmon about to head up river (poor things). The cycle of life…

Interesting vehicle today, danke you two 👏🏻👏🏻","Oddly enough, I always see seals in the ocean where I go cycling. Lea’s black pants remind me of their shiny black heads! Happy seals these days - catching salmon about to head up river (poor things). The cycle of life… Interesting vehicle today, danke you two 👏🏻👏🏻",['Lea'],"['seals', 'black', 'heads', 'lea', 'pants']",0.5562,Positive
1995,Y8yTY_7w3KA,"Honestly, why don't the marketing guys at BYD just pronounce their name ""Bye-d"" or ""Bidd"" or something.","Honestly, why don't the marketing guys at BYD just pronounce their name ""Bye-d"" or ""Bidd"" or something.","['BYD', 'Bidd']","['marketing', 'bye', 'honestly', 'just pronounce', 'guys']",0.4588,Positive
1996,Y8yTY_7w3KA,"Hello. Is the AWD 530CH version that has piloted damping as comfortable as the RWD?
Thanks
Bruno",Hello. Is the AWD 530CH version that has piloted damping as comfortable as the RWD? Thanks Bruno,"['AWD', '530CH', 'RWD', 'Bruno']","['comfortable', 'rwd', 'awd', 'version', 'thanks']",0.7351,Positive
1997,Y8yTY_7w3KA,"i like it lots, and its a strong contender to replace my kona ev in a year....IF.... you can switch off that chime at low speed, you would have kids chasing you through the housing estate wanting to buy an ice cream if not","i like it lots, and its a strong contender to replace my kona ev in a year....IF.... you can switch off that chime at low speed, you would have kids chasing you through the housing estate wanting to buy an ice cream if not",[],"['strong', 'estate', 'kids', 'kona', 'switch']",0.6369,Positive
1998,Y8yTY_7w3KA,Good luck on those buying chinese ev. They arent build the same as tesla .,Good luck on those buying chinese ev. They arent build the same as tesla .,['chinese'],"['buying chinese', 'chinese ev', 'luck', 'good luck', 'build']",0.7096,Positive
1999,Y8yTY_7w3KA,"German is selling chinese crap, which was stolen from other automakers? Nice move, intellectual property? Nope, haven’t heard","German is selling chinese crap, which was stolen from other automakers? Nice move, intellectual property? Nope, haven’t heard","['German', 'chinese']","['stolen', 'automakers', 'nope', 'haven', 'selling']",0.168,Positive
2000,Y8yTY_7w3KA,BYD looks more European than Tesla. Reminds me of Lamborghini and Ferrari.,BYD looks more European than Tesla. Reminds me of Lamborghini and Ferrari.,"['European', 'Tesla', 'Lamborghini', 'Ferrari']","['reminds', 'european', 'looks', 'tesla', 'byd']",0.0,Neutral
2001,Y8yTY_7w3KA,One pedal driving ????,One pedal driving ????,[],['driving'],0.0,Neutral
2002,Y8yTY_7w3KA,"OMG Thomas your seal noises were so convincing!  Combined with the sounds the car makes at low speeds, it makes for a really unusual review video.  LOL!  Who said that Germans have no sense of humor??","OMG Thomas your seal noises were so convincing! Combined with the sounds the car makes at low speeds, it makes for a really unusual review video. LOL! Who said that Germans have no sense of humor??","['OMG Thomas', 'Germans']","['makes', 'germans', 'noises', 'sense', 'omg']",0.7762,Positive
2003,Y8yTY_7w3KA,Looks better than all of the German competition,Looks better than all of the German competition,['German'],"['competition', 'german', 'looks better', 'better', 'looks']",0.4404,Positive
2004,Y8yTY_7w3KA,When you mention the Model 3 are you talking about the current Model 3 or the upgraded highland Model 3?,When you mention the Model 3 are you talking about the current Model 3 or the upgraded highland Model 3?,"['the Model 3', 'Model 3']","['model', 'highland model', 'current', 'talking', 'mention']",0.0,Neutral
2005,Y8yTY_7w3KA,CCP spy machine.,CCP spy machine.,['CCP'],"['machine', 'spy', 'ccp']",0.0,Neutral
2006,Y8yTY_7w3KA,"Who said Germans don't have a sense of humor?......
Give us the seal sound again...",Who said Germans don't have a sense of humor?...... Give us the seal sound again...,['Germans'],"['germans', 'sense', 'sound', 'said', 'seal']",0.2732,Positive
2007,Y8yTY_7w3KA,prefer V8 🏴‍☠🚳🥩,prefer V8 🏴‍☠🚳🥩,[],['prefer'],-0.0992,Negative
2008,Y8yTY_7w3KA,"It looks good imo(new model 3 highland is sexier) it's cheaper by about 20% where it has home field advantage over tesla in China. 
It's been out for 18+month's now? Yet it can't touch even the model 3 sales. That should tell you something eh. 😎

I'm super curious how byds upscale ev brands well sell, like yangwang and denza? And their very good looking new ground up song L SUV.","It looks good imo(new model 3 highland is sexier) it's cheaper by about 20% where it has home field advantage over tesla in China. It's been out for 18+month's now? Yet it can't touch even the model 3 sales. That should tell you something eh. 😎 I'm super curious how byds upscale ev brands well sell, like yangwang and denza? And their very good looking new ground up song L SUV.",['China'],"['new', 'good', 'model', 'good looking', 'song']",0.975,Positive
2009,Y8yTY_7w3KA,"Subjective of course, but while I like the exterior quite a bit I find the interior tacky (the screens look like someone bought a Model 3 and then went nuts buying accessories on AliExpress 🤢). Seats look nice but the swooping lines of the dash and doors aren’t everyone’s cup of tea. The software looks almost offensive to the eye - if Tesla is the iPhone of EV world, then BYD are like one of the many Android phones out there with some awful UI skin. Great battery and drive train though, wish Tesla offered a large capacity LFP battery in AWD models. NIO seem to do a better job aesthetically from where I’m standing. Again, totally subjective.","Subjective of course, but while I like the exterior quite a bit I find the interior tacky (the screens look like someone bought a Model 3 and then went nuts buying accessories on AliExpress 🤢). Seats look nice but the swooping lines of the dash and doors aren’t everyone’s cup of tea. The software looks almost offensive to the eye - if Tesla is the iPhone of EV world, then BYD are like one of the many Android phones out there with some awful UI skin. Great battery and drive train though, wish Tesla offered a large capacity LFP battery in AWD models. NIO seem to do a better job aesthetically from where I’m standing. Again, totally subjective.","['Model 3', 'AliExpress', 'Tesla', 'BYD', 'Android', 'AWD']","['battery', 'like', 'look', 'like android', 'tacky']",0.9516,Positive
2010,Y8yTY_7w3KA,It looks prettier and more normal than the Model 3 (subjective).  In Belgium the price is higher.,It looks prettier and more normal than the Model 3 (subjective). In Belgium the price is higher.,"['the Model 3', 'Belgium']","['normal', 'higher', 'price', 'model', 'looks']",0.4767,Positive
2011,Y8yTY_7w3KA,The only thing I disliked in BYDs is their infotainment software. It lacks polish and features.,The only thing I disliked in BYDs is their infotainment software. It lacks polish and features.,['BYDs'],"['byds', 'infotainment', 'features', 'software', 'thing']",-0.4019,Negative
2012,Y8yTY_7w3KA,"Wooow, 82,5 kWh LFP battery? Classic buttons and controlling of the turn signals? This is awesome, I would buy this instead of T3 for sure!","Wooow, 82,5 kWh LFP battery? Classic buttons and controlling of the turn signals? This is awesome, I would buy this instead of T3 for sure!","['Wooow', 'LFP', 'Classic']","['lfp battery', 'kwh', 'lfp', 'awesome', 'instead']",0.7936,Positive
2013,Y8yTY_7w3KA,Range-Range-Range Charging options and speed. Thats what matters.....,Range-Range-Range Charging options and speed. Thats what matters.....,['Range-Range-Range'],"['range', 'options', 'thats', 'speed', 'charging']",0.0258,Neutral
2014,Y8yTY_7w3KA,"Without that ""horror music"" at low speed my cat would have been run over more times than its 9 lives allowed.
Great review.  Too expensive to compete well but OMG it looks good!","Without that ""horror music"" at low speed my cat would have been run over more times than its 9 lives allowed. Great review. Too expensive to compete well but OMG it looks good!",[],"['horror', 'allowed', 'run', 'music', 'times']",0.8267,Positive
2015,Y8yTY_7w3KA,Really objective review Thomas ! I am happy Chinese EV are coming to Europe !!,Really objective review Thomas ! I am happy Chinese EV are coming to Europe !!,"['Thomas', 'Chinese', 'Europe']","['objective review', 'objective', 'happy', 'chinese ev', 'review thomas']",0.6784,Positive
2016,Y8yTY_7w3KA,"Thomas, I hope you're going to address the issue with Chinese EVs not being up to scratch. I think it would do you more damage to recommend these cars than them refusing to give you a unit because you tell the truth about their poor build quality. There's a lot of videos from Chinese social media on this issue. Brand new EVs needing battery changes, catching fire spontaneously, or the systems just failing to work. And it's not only on the cheap cars, we're talking luxury brands like Hongqui. Probably butchered that name. Probably the units they send to Europe are better, but I doubt it. You're better off spending just buying a Tesla. They've quality control issues as well, but at the very least, they don't have catastrophic failures. Or wait 5 years when the competition in the EV space will push for better products overall. Or simply get a comprehensive insurance just to be safe.","Thomas, I hope you're going to address the issue with Chinese EVs not being up to scratch. I think it would do you more damage to recommend these cars than them refusing to give you a unit because you tell the truth about their poor build quality. There's a lot of videos from Chinese social media on this issue. Brand new EVs needing battery changes, catching fire spontaneously, or the systems just failing to work. And it's not only on the cheap cars, we're talking luxury brands like Hongqui. Probably butchered that name. Probably the units they send to Europe are better, but I doubt it. You're better off spending just buying a Tesla. They've quality control issues as well, but at the very least, they don't have catastrophic failures. Or wait 5 years when the competition in the EV space will push for better products overall. Or simply get a comprehensive insurance just to be safe.","['Thomas', 'Chinese', 'Hongqui', 'Europe', 'Tesla']","['issue', 'better', 'evs', 'probably', 'just']",0.9601,Positive
2017,Y8yTY_7w3KA,"Why would you boost economy of a totalitarian communist state????
Don't be responsible for chinese GDP growth!! Be smart, don't buy chinese products!!!!","Why would you boost economy of a totalitarian communist state???? Don't be responsible for chinese GDP growth!! Be smart, don't buy chinese products!!!!","['totalitarian', 'chinese']","['don', 'state', 'smart', 'chinese', 'don buy']",0.7241,Positive
2018,Y8yTY_7w3KA,Not if they're selling more hybrids than BEVs . . .,Not if they're selling more hybrids than BEVs . . .,[],['selling'],0.0,Neutral
2019,Y8yTY_7w3KA,Horrid car with horrendous badge ! Never in will buy this rubbish .,Horrid car with horrendous badge ! Never in will buy this rubbish .,[],"['rubbish', 'buy', 'car']",-0.8221,Negative
2020,Y8yTY_7w3KA,Whats the price?,Whats the price?,[],['price'],0.0,Neutral
2021,Y8yTY_7w3KA,New model 3 looks nicer,New model 3 looks nicer,[],"['new model', 'nicer', 'new', 'model', 'looks']",0.4404,Positive
2022,Y8yTY_7w3KA,I ordered the White RWD version. Delivering end November! Excited :),I ordered the White RWD version. Delivering end November! Excited :),['White RWD'],"['rwd version', 'white', 'ordered', 'rwd', 'excited']",0.69,Positive
2023,Y8yTY_7w3KA,Looks like a taycan,Looks like a taycan,[],"['looks like', 'looks', 'like']",0.3612,Positive
2024,Y8yTY_7w3KA,So basically its half baked product.,So basically its half baked product.,[],"['half', 'product']",0.0,Neutral
2025,Y8yTY_7w3KA,Set your standards higher and refuse to review these Chinese bombshells.,Set your standards higher and refuse to review these Chinese bombshells.,['Chinese'],"['set', 'review chinese', 'standards', 'higher', 'review']",-0.296,Negative
2026,Y8yTY_7w3KA,"Now I know, it is the right choice.
Last time as you introduced the Skoda Kodiaq it was, till now, the best car for me and know I decided to buy the BYD Seal. 😅😊","Now I know, it is the right choice. Last time as you introduced the Skoda Kodiaq it was, till now, the best car for me and know I decided to buy the BYD Seal. 😅😊",[],"['know', 'best car', 'decided', 'till', 'buy byd']",0.9136,Positive
2027,Y8yTY_7w3KA,Looks great...better looking than TM3.,Looks great...better looking than TM3.,[],"['better looking', 'looks great', 'looking', 'great', 'better']",0.0,Neutral
2028,Y8yTY_7w3KA,I looked at that exact car and ordered it. I couldn't make an extensive test-drive so I'm happy you did it for me 😅,I looked at that exact car and ordered it. I couldn't make an extensive test-drive so I'm happy you did it for me 😅,[],"['exact', 'test drive', 'couldn', 'ordered', 'happy']",0.7564,Positive
2029,Y8yTY_7w3KA,"You cannot buy the old Model 3 anymore, so it was not the best idea to compare to that.","You cannot buy the old Model 3 anymore, so it was not the best idea to compare to that.",['Model 3'],"['compare', 'anymore', 'idea', 'best', 'old']",-0.5216,Negative
2030,Y8yTY_7w3KA,Display integration is so bad… squarish,Display integration is so bad… squarish,[],"['display', 'bad']",0.0,Neutral
2031,Y8yTY_7w3KA,Interior looks futuristic but to the point of looking tacky - Chinese design just is not up to my standards,Interior looks futuristic but to the point of looking tacky - Chinese design just is not up to my standards,['Chinese'],"['tacky', 'standards', 'interior looks', 'point', 'design']",0.0,Neutral
2032,Y8yTY_7w3KA,Thomas: are you really bealive for what did you say?,Thomas: are you really bealive for what did you say?,['Thomas'],"['thomas really', 'thomas', 'say', 'did', 'really']",0.0,Neutral
2033,Y8yTY_7w3KA,Europe and USA 🇺🇸 is jealous as hell,Europe and USA 🇺🇸 is jealous as hell,['Europe'],"['hell', 'usa', 'europe']",-0.8225,Negative
2034,Y8yTY_7w3KA,"Thank you, Thomas! Great job!!! I own a bmw 540i g30 2018 and decided to skip the new generation. Will keep my handsome bmw and buy a Seal. I've already driven it 2 times and simply loved it.","Thank you, Thomas! Great job!!! I own a bmw 540i g30 2018 and decided to skip the new generation. Will keep my handsome bmw and buy a Seal. I've already driven it 2 times and simply loved it.","['Thomas', 'bmw 540i']","['bmw', 'thomas great', 'decided', 'job', 'driven']",0.942,Positive
2035,Y8yTY_7w3KA,"Looked great until the piano black looking plastic around the gear shift, pity.","Looked great until the piano black looking plastic around the gear shift, pity.",[],"['shift', 'pity', 'gear', 'piano', 'piano black']",0.4404,Positive
2036,Y8yTY_7w3KA,Sorry Thomas but the toughest market in the world with greatest expectations is not Europe anymore. It's China.,Sorry Thomas but the toughest market in the world with greatest expectations is not Europe anymore. It's China.,"['Sorry Thomas', 'Europe', 'China']","['expectations', 'greatest', 'anymore', 'sorry', 'europe']",0.7351,Positive
2037,Y8yTY_7w3KA,"Stop bullshitting, Chinese crap,  it seems they paid you generously","Stop bullshitting, Chinese crap, it seems they paid you generously",['Chinese'],"['chinese crap', 'stop', 'paid', 'crap', 'chinese']",-0.25,Negative
2038,Y8yTY_7w3KA,"This BYD Seal looks better inside & outside than any Tesla made to this point, IMO ...","This BYD Seal looks better inside & outside than any Tesla made to this point, IMO ...","['BYD Seal', 'Tesla', 'IMO']","['seal looks', 'imo', 'looks better', 'outside', 'point']",0.4404,Positive
2039,Y8yTY_7w3KA,Other EVs will only compete with Tesla when they start coming with a dedicated charging infrastructure. The Tesla Supercharger network is what makes Tesla stand heads and shoulders above every other brand. Why other carmakers can't grasp that is beyond my understanding.,Other EVs will only compete with Tesla when they start coming with a dedicated charging infrastructure. The Tesla Supercharger network is what makes Tesla stand heads and shoulders above every other brand. Why other carmakers can't grasp that is beyond my understanding.,['Tesla'],"['tesla', 'carmakers', 'heads', 'supercharger', 'charging infrastructure']",0.4588,Positive
2040,Y8yTY_7w3KA,"As always, very good review.
And that new speedometer is pretty funny 😂
About BYD, i'm generaly not very kind...i found their design very ""Anonymous""...VTC like...
But for the Seal, i found it pretty good, great exterior, great interior, great specs and perf.
But they need to lower the price...they can't compete against Tesla in the same Price range..you can't come as outsider and be as pricey if you don't change the game (like Tesla...) In technology or option, perf etc etc...

I'm lookin to buy an EV in the next  6 month...i look at that byd seal and model 3.
If the price is the same, for sure i go for the Tesla (for all the reason we know like supercharger, technology and local dealers...)
But if BYD come at a lower price or more perf/option here in France...i will definitely think about that model","As always, very good review. And that new speedometer is pretty funny 😂 About BYD, i'm generaly not very kind...i found their design very ""Anonymous""...VTC like... But for the Seal, i found it pretty good, great exterior, great interior, great specs and perf. But they need to lower the price...they can't compete against Tesla in the same Price range..you can't come as outsider and be as pricey if you don't change the game (like Tesla...) In technology or option, perf etc etc... I'm lookin to buy an EV in the next 6 month...i look at that byd seal and model 3. If the price is the same, for sure i go for the Tesla (for all the reason we know like supercharger, technology and local dealers...) But if BYD come at a lower price or more perf/option here in France...i will definitely think about that model","['BYD', 'Seal', 'Tesla', 'France']","['price', 'option', 'great', 'lower', 'technology']",0.992,Positive
2041,Y8yTY_7w3KA,comment section full of chinese influencers with their fake stories and people don't even realize it...,comment section full of chinese influencers with their fake stories and people don't even realize it...,['chinese'],"['comment section', 'fake', 'section', 'comment', 'people']",-0.4767,Negative
