serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
5819,KAJFALcJjac,"One thing I had to do before my Autopilot functioned the way I expected was to go into one of the menus and enable Auto Steer (Beta), if memory serves. Before I did that, I got out on the road, did the double-down-press of the stalk, took my hands off the wheel and promptly went right off the road.","One thing I had to do before my Autopilot functioned the way I expected was to go into one of the menus and enable Auto Steer (Beta), if memory serves. Before I did that, I got out on the road, did the double-down-press of the stalk, took my hands off the wheel and promptly went right off the road.",['Autopilot'],"['road', 'did', 'enable', 'beta', 'menus']",0.0,Neutral
5820,KAJFALcJjac,"Cool video, now I know what to do when I get my Tesla in 4 years from today","Cool video, now I know what to do when I get my Tesla in 4 years from today",['Tesla'],"['tesla years', 'know tesla', 'today', 'cool', 'years']",0.3182,Positive
5821,KAJFALcJjac,Definitely an Ultimate Guide.  I've owned a Model 3 and a Model Y over the last 5 years.  I learned things about my cars in your video that I did not previously know or had forgotten.  Very friendly and comprehensive guide.  Thank you for making this video.,Definitely an Ultimate Guide. I've owned a Model 3 and a Model Y over the last 5 years. I learned things about my cars in your video that I did not previously know or had forgotten. Very friendly and comprehensive guide. Thank you for making this video.,"['Ultimate Guide', 'Model 3', 'Model Y']","['guide', 'guide thank', 'video did', 'thank making', 'previously']",0.8425,Positive
5822,KAJFALcJjac,when you say autopilot it that referring the one that comes with the car or is it the one you pay for?,when you say autopilot it that referring the one that comes with the car or is it the one you pay for?,[],"['comes car', 'referring', 'autopilot', 'pay', 'comes']",-0.1027,Negative
5823,KAJFALcJjac,Such a splendid video. Very well executed and so helpful for new owners.,Such a splendid video. Very well executed and so helpful for new owners.,[],"['new owners', 'owners', 'helpful', 'video', 'new']",0.8692,Positive
5824,KAJFALcJjac,"Two things we had to search for:  How to get the map back after looking at some other screen? (Swipe down) - no one told us.  How to unlock passenger door when two of you are getting in the car? (Long press the driver door ""open"" button as you get in) - much easier than getting out the phone, or waiting outside until driver gets all the way in and presses the unlock on the touch screen.","Two things we had to search for: How to get the map back after looking at some other screen? (Swipe down) - no one told us. How to unlock passenger door when two of you are getting in the car? (Long press the driver door ""open"" button as you get in) - much easier than getting out the phone, or waiting outside until driver gets all the way in and presses the unlock on the touch screen.",[],"['unlock', 'door', 'driver', 'getting', 'screen']",0.2406,Positive
5825,KAJFALcJjac,Makes me kinda miss being at Ft Knox seeing you drive by it lol,Makes me kinda miss being at Ft Knox seeing you drive by it lol,['Ft Knox'],"['seeing', 'kinda', 'miss', 'makes', 'lol']",0.3597,Positive
5826,KAJFALcJjac,The worse car for gigs drives.,The worse car for gigs drives.,[],"['drives', 'worse', 'car']",-0.4767,Negative
5827,KAJFALcJjac,"What a fantastic video, I am certainly looking at getting a tesla at some point, have friends who love theirs and this answered so many questions and was very comprehensive.","What a fantastic video, I am certainly looking at getting a tesla at some point, have friends who love theirs and this answered so many questions and was very comprehensive.",[],"['answered questions', 'answered', 'friends', 'fantastic video', 'questions']",0.9392,Positive
5828,KAJFALcJjac,R.I.P. to the VENT feature 🫤,R.I.P. to the VENT feature 🫤,['R.I.P.'],"['vent feature', 'vent', 'feature']",0.0,Neutral
5829,KAJFALcJjac,"Best video ever. thanks, a lot information in 45"".","Best video ever. thanks, a lot information in 45"".",[],"['thanks lot', 'best video', 'information', 'video thanks', '45']",0.7964,Positive
5830,KAJFALcJjac,Auto Pilot   ngum cu deo (Death on highway)   ai chiu boi thuong tinh mang minh ? TESLA or The Insurance and how much is the pay out? ROLEXBALL@ZEROLOSS@4555%/YEARPROFITPLUS   Benji,Auto Pilot ngum cu deo (Death on highway) ai chiu boi thuong tinh mang minh ? TESLA or The Insurance and how much is the pay out? Benji,['ai chiu boi thuong'],"['boi', 'tesla insurance', 'death', 'auto pilot', 'pilot']",-0.6868,Negative
5831,KAJFALcJjac,Amm you can open frunk with key fob? Worth buying extra even just for that feature alone,Amm you can open frunk with key fob? Worth buying extra even just for that feature alone,[],"['fob', 'key fob', 'key', 'extra', 'frunk']",-0.0258,Neutral
5832,KAJFALcJjac,Thank you Andy!! this is super informative for me as I just got my reservation!!,Thank you Andy!! this is super informative for me as I just got my reservation!!,['Andy'],"['super informative', 'thank andy', 'just got', 'informative', 'super']",0.8209,Positive
5833,KAJFALcJjac,"Very informative for new owners. Question, are the brake lights activated during regenerative braking? I would hope so to avoid rear end collisions. Thanks.","Very informative for new owners. Question, are the brake lights activated during regenerative braking? I would hope so to avoid rear end collisions. Thanks.",[],"['regenerative braking', 'new owners', 'rear end', 'regenerative', 'avoid']",0.3008,Positive
5834,KAJFALcJjac,If the Model 3 came as a wagon/estate I would be looking hard at it as a future option. Maybe the regular Model 3 trunk is large enough for a pair of folded strollers or a two seater Thule bicycle trailer ... but the saloon style hatch makes me wonder. The model Y just looks terrible. Maybe Renault will offer the Megane ETec as an estate... for right now my money would be on a Toyota Corolla estate hybrid for me. A tad boring but would do everything I need my car to do ...,If the Model 3 came as a wagon/estate I would be looking hard at it as a future option. Maybe the regular Model 3 trunk is large enough for a pair of folded strollers or a two seater Thule bicycle trailer ... but the saloon style hatch makes me wonder. The model Y just looks terrible. Maybe Renault will offer the Megane ETec as an estate... for right now my money would be on a Toyota Corolla estate hybrid for me. A tad boring but would do everything I need my car to do ...,"['Model 3', 'Renault', 'the Megane ETec', 'Toyota', 'Corolla']","['maybe', 'model', 'saloon', 'seater', 'renault']",-0.8074,Negative
5835,KAJFALcJjac,"I love my LR M3, but it’s simply true that driving in traffic on the highway (which as a commuter is what I do) is far more tedious and annoying than an ICE car. One pedal driving with regen braking is overrated compared to a gas pedal and brake (unless you don’t worry about people rear ending you I suppose).","I love my LR M3, but it’s simply true that driving in traffic on the highway (which as a commuter is what I do) is far more tedious and annoying than an ICE car. One pedal driving with regen braking is overrated compared to a gas pedal and brake (unless you don’t worry about people rear ending you I suppose).",['LR M3'],"['pedal', 'driving', 'regen braking', 'ice car', 'gas pedal']",-0.3602,Negative
5836,KAJFALcJjac,"Very helpful, appreciated","Very helpful, appreciated",[],"['appreciated', 'helpful']",0.7698,Positive
5837,KAJFALcJjac,"I don't know if you've noticed, but the alignment of the car's panels is horribly misaligned.","I don't know if you've noticed, but the alignment of the car's panels is horribly misaligned.",[],"['panels', 'noticed', 'don know', 've', 'know']",-0.6808,Negative
5838,KAJFALcJjac,Looks amazing  but does it affect the airbags ?,Looks amazing but does it affect the airbags ?,[],"['affect', 'looks amazing', 'amazing', 'does', 'looks']",0.34,Positive
5839,KAJFALcJjac,"Thanks, very helpful.","Thanks, very helpful.",[],"['helpful', 'thanks']",0.7178,Positive
5840,KAJFALcJjac,"Totally agree, my model 3p is absolutely rubbish in the cold, and I’m not talking -10 temps, just 2-3 degrees heaters on about 21 and I’d say in all honesty it achieves maybe 50% of teslas claimed miles, turning the heating off makes a big difference, I’ve bought a pair of heated ski gloves which is embarrassingly laughable for a car that in the uk cost 60k. To be honest this car does a lot of party trick one of stuff  that wears off really quickly, now I’ve had the car for six months im looking forward to getting back into a Mercedes 😂","Totally agree, my model 3p is absolutely rubbish in the cold, and I’m not talking -10 temps, just 2-3 degrees heaters on about 21 and I’d say in all honesty it achieves maybe 50% of teslas claimed miles, turning the heating off makes a big difference, I’ve bought a pair of heated ski gloves which is embarrassingly laughable for a car that in the uk cost 60k. To be honest this car does a lot of party trick one of stuff that wears off really quickly, now I’ve had the car for six months im looking forward to getting back into a Mercedes 😂",['Mercedes'],"['ve', 'car', 'rubbish', 'wears', 'honesty']",0.9041,Positive
5841,KAJFALcJjac,"What’s the difference using that screen or using you phone touch screen whilst driving, in Australia if you touch your phone it’s a $1000 fine","What’s the difference using that screen or using you phone touch screen whilst driving, in Australia if you touch your phone it’s a $1000 fine",['Australia'],"['touch', 'phone', 'using', 'screen', '1000']",0.2023,Positive
5842,KAJFALcJjac,"I keep trying to tell everyone. Have a mechanical direct connect to the axle of EVs and solar, to super charge them. No more plugging in. Use V2G tech to transfer extra energy to the power grid, so you don't have any fires or explosions and other people can use the extra clean energy. Have a manual disconnect feature for the mechanical direct connect,in case the V2G tech isn't working for some reason.","I keep trying to tell everyone. Have a mechanical direct connect to the axle of EVs and solar, to super charge them. No more plugging in. Use V2G tech to transfer extra energy to the power grid, so you don't have any fires or explosions and other people can use the extra clean energy. Have a manual disconnect feature for the mechanical direct connect,in case the V2G tech isn't working for some reason.",[],"['direct', 'mechanical', 'energy', 'extra', 'tech']",0.8225,Positive
5843,KAJFALcJjac,Excellent tutorial and very informative.,Excellent tutorial and very informative.,[],"['tutorial', 'excellent', 'informative']",0.5719,Positive
5844,KAJFALcJjac,best ^ ^,best ^ ^,[],['best'],0.6369,Positive
5845,KAJFALcJjac,"34:35 Per an Elon Musk tweet, when it comes to charging past 80%, ""you'll be fine"" charging to 90%. He wasn't specific about the effects on battery health vs 80%. Note that the only time a Tesla will give a warning is if you want to charge past 90.","34:35 Per an Elon Musk tweet, when it comes to charging past 80%, ""you'll be fine"" charging to 90%. He wasn't specific about the effects on battery health vs 80%. Note that the only time a Tesla will give a warning is if you want to charge past 90.",['Tesla'],"['90', 'past', '80', 'charging', '34']",-0.0772,Negative
5846,KAJFALcJjac,"Great video Andy, new Tesla owner here, so learning a lot 🙂 and using the waiting time to be acquainted with our new car, thank you  👌","Great video Andy, new Tesla owner here, so learning a lot 🙂 and using the waiting time to be acquainted with our new car, thank you 👌","['Andy', 'Tesla']","['car thank', 'video andy', 'learning', 'new', 'tesla owner']",0.9376,Positive
5847,KAJFALcJjac,Great video!!!! Good Job!!!! And Thank You!!,Great video!!!! Good Job!!!! And Thank You!!,['Good Job'],"['video good', 'good job', 'job', 'great video', 'thank']",0.8926,Positive
5848,KAJFALcJjac,Really great video. I'm not an owner of Tesla yet but planning on buying a new one. Seeing your video just showed how awesome these cars are.,Really great video. I'm not an owner of Tesla yet but planning on buying a new one. Seeing your video just showed how awesome these cars are.,['Tesla'],"['really great', 'buying new', 'planning', 'video', 'showed']",0.8536,Positive
5849,KAJFALcJjac,"That's cool you have a boot in the front and back. dual boots are awesome. Sorry, I don't speak American your going to have to work out what a Boot is if you don't understand.","That's cool you have a boot in the front and back. dual boots are awesome. Sorry, I don't speak American your going to have to work out what a Boot is if you don't understand.",['American'],"['boot', 'don', 'don understand', 'speak', 'american']",0.7269,Positive
5850,KAJFALcJjac,"Great video  A lot of people assume we know all the things you covered, but some of us ""Old Farts"" are still back in the Stone Age.  I am purchasing a Model 3, and my test drive was a little intimidating.  I didn't want to touch a thing, because I didn't know enough to change anything.  Everyone says it will become second nature in no time.  Sure hope so.","Great video A lot of people assume we know all the things you covered, but some of us ""Old Farts"" are still back in the Stone Age. I am purchasing a Model 3, and my test drive was a little intimidating. I didn't want to touch a thing, because I didn't know enough to change anything. Everyone says it will become second nature in no time. Sure hope so.",['Model 3'],"['didn', 'know', 'didn want', 'farts', 'nature']",-0.3791,Negative
5851,KAJFALcJjac,The best walkthrough out there on the high-tech features offered by Tesla on Model 3/Y.  Andy is really good and knows his stuff. I learned quite a lot following his tutorial on the screen guide. Very helpful,The best walkthrough out there on the high-tech features offered by Tesla on Model 3/Y. Andy is really good and knows his stuff. I learned quite a lot following his tutorial on the screen guide. Very helpful,['Model 3/Y. Andy'],"['high tech', 'tech features', 'walkthrough', 'following', 'offered']",0.8882,Positive
5852,KAJFALcJjac,Its worth noting that the Aero covers on the rims are there for a reason. They help with aerodynamics and increase the range. You'll have a little less range by removing them.,Its worth noting that the Aero covers on the rims are there for a reason. They help with aerodynamics and increase the range. You'll have a little less range by removing them.,[],"['range', 'little range', 'worth noting', 'noting', 'aerodynamics']",0.7096,Positive
5853,KAJFALcJjac,i was interested until i got an insurance quote.....wowzers.  and my record is spotless!,i was interested until i got an insurance quote.....wowzers. and my record is spotless!,[],"['quote', 'interested', 'insurance', 'record', 'got']",0.4574,Positive
5854,KAJFALcJjac,"you can open with the key fob too, some of us work in government where cell phones are banned. The hatch panel gaps on this one are horrific, hope you made a service request on that.","you can open with the key fob too, some of us work in government where cell phones are banned. The hatch panel gaps on this one are horrific, hope you made a service request on that.",[],"['cell phones', 'fob', 'key fob', 'cell', 'request']",-0.6705,Negative
5855,KAJFALcJjac,Is the myQ garage opener free with the tesla model3 or you have to buy it separate?,Is the myQ garage opener free with the tesla model3 or you have to buy it separate?,['model3'],"['free tesla', 'separate', 'model3', 'garage', 'free']",0.5106,Positive
5856,KAJFALcJjac,No way to run Waze.,No way to run Waze.,[],"['waze', 'run', 'way']",-0.296,Negative
5857,KAJFALcJjac,Do you know if the sponsor RECURRENT is on the stock market? Are you able to find out?,Do you know if the sponsor RECURRENT is on the stock market? Are you able to find out?,['RECURRENT'],"['sponsor', 'recurrent', 'stock', 'able', 'market']",0.0,Neutral
5858,KAJFALcJjac,I purchased a 2021 Tesla model three performance on October 2021… At the time of delivery a full charge was 315 miles now it’s at 278 miles… I rarely use fast charger and I am lucky to have a Tesla charger at work. I probably have charged to 100% two or three times… I’m quite nervous that the range has gone down so much. Do you have any suggestions on what I should do or if this is something I should talk to Tesla service about?,I purchased a 2021 Tesla model three performance on October 2021… At the time of delivery a full charge was 315 miles now it’s at 278 miles… I rarely use fast charger and I am lucky to have a Tesla charger at work. I probably have charged to 100% two or three times… I’m quite nervous that the range has gone down so much. Do you have any suggestions on what I should do or if this is something I should talk to Tesla service about?,['Tesla'],"['charger', '2021', 'miles', 'tesla', '100 times']",-0.101,Negative
5859,KAJFALcJjac,"great video, thanks. Still have some questions though: does it have a dashcam mode, does it activate whenever you start driving, and are you able to take the SD-card or whatever out of the car to put it in your laptop or replace it with a larger SD-card?","great video, thanks. Still have some questions though: does it have a dashcam mode, does it activate whenever you start driving, and are you able to take the SD-card or whatever out of the car to put it in your laptop or replace it with a larger SD-card?",[],"['card', 'does', 'start driving', 'activate', 'questions']",0.7906,Positive
5860,KAJFALcJjac,"SORRY, I FELL ASLEEP.","SORRY, I FELL ASLEEP.",[],"['fell', 'sorry']",-0.0772,Negative
5861,KAJFALcJjac,Bumper PPF from a pre-cut kit or custom cut. Which type do you prefer ?,Bumper PPF from a pre-cut kit or custom cut. Which type do you prefer ?,['Bumper PPF'],"['cut', 'ppf', 'kit', 'custom', 'pre']",-0.2732,Negative
5862,KAJFALcJjac,"The Autopilot helped me eliminate Tesla from possible EV's I'll consider buying. I have a VW Alltrack with Adaptive Cruise Control very similar to Tesla cruise control, I also have Lane Assist.
I NEVER use Lane Assist for a few reasons namely the feedback thru the steering wheel it's like you're always fighting it, the car chooses where it wants to be in the lane and often it's too close to centerline like a 2 lane hwy (I prefer to drive over to the right in the lane, very often Lane Assist shuts down because it can't ""see"" the lines or there a gap in the road lines, Lane assist IMO is kind of unsafe (you cannot rely on it) so I never use it luckily unlike Tesla Autopilot I can shut off Lane Assist and still have Adaptive Cruise Control (which I Love) they're actually independent from each other  That's why I'd NEVER get a Tesla. Autopilot has merged 2 different functions and can not be separated not yet anyway maybe a software update could separate?
You didn't mention ""PHANTOM BRAKING"" (look it up) it's a major issue with Model 3 and Model Y and can be very dangerous the car can suddenly brake form any speed and come to a stop imagine that on a freeway...Phantom Braking happens when Autopilot is engaged! I can't help but wonder why Tesla integrated cruise control with autopilot...BIG mistake IMO. They lost me as a potential customer at least until they separate cruise control from lane assist so they're independent from each other.","The Autopilot helped me eliminate Tesla from possible EV's I'll consider buying. I have a VW Alltrack with Adaptive Cruise Control very similar to Tesla cruise control, I also have Lane Assist. I NEVER use Lane Assist for a few reasons namely the feedback thru the steering wheel it's like you're always fighting it, the car chooses where it wants to be in the lane and often it's too close to centerline like a 2 lane hwy (I prefer to drive over to the right in the lane, very often Lane Assist shuts down because it can't ""see"" the lines or there a gap in the road lines, Lane assist IMO is kind of unsafe (you cannot rely on it) so I never use it luckily unlike Tesla Autopilot I can shut off Lane Assist and still have Adaptive Cruise Control (which I Love) they're actually independent from each other That's why I'd NEVER get a Tesla. Autopilot has merged 2 different functions and can not be separated not yet anyway maybe a software update could separate? You didn't mention ""PHANTOM BRAKING"" (look it up) it's a major issue with Model 3 and Model Y and can be very dangerous the car can suddenly brake form any speed and come to a stop imagine that on a freeway...Phantom Braking happens when Autopilot is engaged! I can't help but wonder why Tesla integrated cruise control with autopilot...BIG mistake IMO. They lost me as a potential customer at least until they separate cruise control from lane assist so they're independent from each other.","['Autopilot', 'Adaptive Cruise Control', 'Tesla', 'Lane Assist', 'NEVER', 'Lane', 'Model 3 and Model Y', 'Phantom Braking']","['lane', 'lane assist', 'assist', 'cruise control', 'cruise']",-0.752,Negative
5863,KAJFALcJjac,Thank you Andy for your excellent review. Your detailed presentation is without question the best I’ve seen. I just ordered a Model Y Long Range and this is the introduction I needed. Thanks again Andy! ✅,Thank you Andy for your excellent review. Your detailed presentation is without question the best I’ve seen. I just ordered a Model Y Long Range and this is the introduction I needed. Thanks again Andy! ✅,['Andy'],"['andy', 'introduction', 'presentation', 'excellent review', 'thank andy']",0.7205,Positive
5864,KAJFALcJjac,"Great video. I wish I knew the mobile charging was acceptable and there was not as much difference between the permanent wall Mount. I could have gotten this car 2 yrs ago but was renting a home. Soo how much faster is the permanent mount than mobile? 

So should we only charge to 80% daily?",Great video. I wish I knew the mobile charging was acceptable and there was not as much difference between the permanent wall Mount. I could have gotten this car 2 yrs ago but was renting a home. Soo how much faster is the permanent mount than mobile? So should we only charge to 80% daily?,['Mount'],"['mount', 'mobile', 'renting', 'wall', 'acceptable']",0.6608,Positive
5865,KAJFALcJjac,Thanks so much.  Very informative and quite easy to understand.  Hope I can remember the most important parts getting started,Thanks so much. Very informative and quite easy to understand. Hope I can remember the most important parts getting started,[],"['started', 'remember', 'parts', 'important', 'quite']",0.8775,Positive
5866,KAJFALcJjac,Good information. Thank you!,Good information. Thank you!,[],"['information', 'thank', 'good']",0.69,Positive
5867,KAJFALcJjac,Great video. Covered everything. And. The guy is gorgeous 😂😊,Great video. Covered everything. And. The guy is gorgeous 😂😊,[],"['gorgeous', 'covered', 'guy', 'great video', 'great']",0.9517,Positive
5868,KAJFALcJjac,"There are 2 charging ports, one on each side, not just the driver side.","There are 2 charging ports, one on each side, not just the driver side.",[],"['charging', 'driver', 'just']",0.0,Neutral
5869,KAJFALcJjac,Can you disable cabin camera? Nothing like big brother watching.,Can you disable cabin camera? Nothing like big brother watching.,[],"['like big', 'disable', 'brother', 'cabin', 'watching']",-0.2755,Negative
5870,KAJFALcJjac,"no parking sensors, no park assist. Get a 2nd hand Tesla with it, avoid new ones.","no parking sensors, no park assist. Get a 2nd hand Tesla with it, avoid new ones.",['Tesla'],"['2nd', 'avoid', 'park assist', 'parking sensors', 'assist']",-0.34,Negative
5871,KAJFALcJjac,Great video as always Andy!  I’ve heard that the window venting and roll up features are being disabled due to no pinch detectors in the door frame and the Feds having an issue with that for obvious child safety reasons.  Do you know if that is true and if it definitely includes the window vent feature?,Great video as always Andy! I’ve heard that the window venting and roll up features are being disabled due to no pinch detectors in the door frame and the Feds having an issue with that for obvious child safety reasons. Do you know if that is true and if it definitely includes the window vent feature?,"['Andy', 'Feds']","['window', 've heard', 'safety reasons', 'vent feature', 'features disabled']",0.8883,Positive
5872,KAJFALcJjac,A trick to cancel the blinker - instead of pushing the stalk in the opposite direction of the blinker and possible making the other blinker turn on by accident - you just click again in the direction the blinker is already set.  So making a left - you push down on the stalk. If the auto blinker doesnt shut off after the turn or you change your mind you push the stalk down again to cancel the blinker,A trick to cancel the blinker - instead of pushing the stalk in the opposite direction of the blinker and possible making the other blinker turn on by accident - you just click again in the direction the blinker is already set. So making a left - you push down on the stalk. If the auto blinker doesnt shut off after the turn or you change your mind you push the stalk down again to cancel the blinker,[],"['blinker', 'stalk', 'cancel', 'direction', 'push']",-0.743,Negative
5873,KAJFALcJjac,Your video saved me $6425 having realized Standard Autopilot was all I needed and the Mobile Charger was the best choice for home charging! Amazing vehicle. Thank you for a most informative video!,Your video saved me $6425 having realized Standard Autopilot was all I needed and the Mobile Charger was the best choice for home charging! Amazing vehicle. Thank you for a most informative video!,"['Standard Autopilot', 'the Mobile Charger']","['realized', 'thank informative', 'informative video', 'standard autopilot', 'saved']",0.9311,Positive
5874,KAJFALcJjac,Tesla Model J  https://youtu.be/fcU9uWdtGa8,Tesla Model J,['Tesla Model J'],"['tesla model', 'model', 'tesla']",0.0,Neutral
5875,KAJFALcJjac,"Very informative! Makesme want to buy a Tesla! Question: At 37:16 on the phone screen app display it shows a FART icon..what does that mean? Also, What does the average super charge cost at a Tesla station? Say for a full charge? Dollar amount.. I know here in the Tampa area, down in Sarasota, the public parking garage offered FREE electric car charging parking! I had a Volt rental and was able to charge for free,,of course the 2012 Volt only had a 30 mile range!","Very informative! Makesme want to buy a Tesla! Question: At 37:16 on the phone screen app display it shows a FART icon..what does that mean? Also, What does the average super charge cost at a Tesla station? Say for a full charge? Dollar amount.. I know here in the Tampa area, down in Sarasota, the public parking garage offered FREE electric car charging parking! I had a Volt rental and was able to charge for free,,of course the 2012 Volt only had a 30 mile range!","['Tesla', 'FART', 'Tampa', 'Sarasota', 'FREE', 'Volt']","['charge', 'volt', 'free', 'parking', 'does']",0.9043,Positive
5876,KAJFALcJjac,Thank you so much. I really appreciate it.,Thank you so much. I really appreciate it.,[],"['thank really', 'really appreciate', 'appreciate', 'thank', 'really']",0.6697,Positive
5877,KAJFALcJjac,"That was awesome my friend and thorough, thanks. I am trying to make my final decision and after watching this Tesla will get another look. However, the Hyundai IONIQ 5 is still my leader.  Thanks and God bless,","That was awesome my friend and thorough, thanks. I am trying to make my final decision and after watching this Tesla will get another look. However, the Hyundai IONIQ 5 is still my leader. Thanks and God bless,","['Tesla', 'Hyundai']","['thanks', 'trying make', 'tesla look', 'god bless', 'leader']",0.9517,Positive
5878,KAJFALcJjac,Hideous looking car and crap quality given the videos on youtubes,Hideous looking car and crap quality given the videos on youtubes,[],"['hideous', 'given', 'looking car', 'crap', 'videos']",-0.3818,Negative
5879,KAJFALcJjac,"Excellent video, really helpful. Thank you!","Excellent video, really helpful. Thank you!",[],"['really helpful', 'helpful thank', 'excellent video', 'excellent', 'helpful']",0.8709,Positive
5880,KAJFALcJjac,"Great info, thank you !","Great info, thank you !",[],"['great info', 'info', 'thank', 'great']",0.784,Positive
5881,KAJFALcJjac,"Ooof, that panel gap right next to the charging port is so disappointing to see. Great vid though!","Ooof, that panel gap right next to the charging port is so disappointing to see. Great vid though!",[],"['great vid', 'charging port', 'port', 'disappointing', 'gap']",-0.0793,Negative
5882,KAJFALcJjac,Tesla is a car I would probably never buy it. There are so many other electric cars to choose.,Tesla is a car I would probably never buy it. There are so many other electric cars to choose.,['Tesla'],"['car probably', 'buy electric', 'choose', 'tesla car', 'electric cars']",0.0,Neutral
5883,KAJFALcJjac,"Thank you for this informative video. I'm on the verge of getting one this month.  I have to ask. . .in your custom control panel, does that really say ""Fart""???? (with a fart symbol). What the heck!?","Thank you for this informative video. I'm on the verge of getting one this month. I have to ask. . .in your custom control panel, does that really say ""Fart""???? (with a fart symbol). What the heck!?",[],"['fart', 'thank informative', 'symbol', 'informative video', 'heck']",0.5792,Positive
5884,KAJFALcJjac,how do you find it without the ultrasonic sensors?,how do you find it without the ultrasonic sensors?,[],"['ultrasonic sensors', 'ultrasonic', 'sensors']",0.0,Neutral
5885,KAJFALcJjac,"É muita inovação geral e especial mas queria que Elon Musk e sua equipe criasse um veículo invulnerável tipo por extrusão e todo terreno e de tungstênio inquebrável e para isso ele é sua equipe trabalhem com a luz ultravioleta para transformar os materiais, pois já fizemos isso na raça Atlante a 9 milhões de anos segundo o Venerável Mestre Samael Aun Weor e é mister ou necessário a mística ou religare em equilíbrio com a  ciência pura, por agora é só, e conto com Elon Musk e Taylor Wilson e Kirk Sorensen para realizar mágica ou maravilhas no progresso revolucionário consciente,  grato e parabéns Andy agora papai, paz invulnerável até breve!!!","É muita inovação geral e especial mas queria que Elon Musk e sua equipe criasse um veículo invulnerável tipo por extrusão e todo terreno e de tungstênio inquebrável e para isso ele é sua equipe trabalhem com a luz ultravioleta para transformar os materiais, pois já fizemos isso na raça Atlante a 9 milhões de anos segundo o Venerável Mestre Samael Aun Weor e é mister ou necessário a mística ou religare em equilíbrio com a ciência pura, por agora é só, e conto com Elon Musk e Taylor Wilson e Kirk Sorensen para realizar mágica ou maravilhas no progresso revolucionário consciente, grato e parabéns Andy agora papai, paz invulnerável até breve!!!","['para transformar os materiais', 'já fizemos', 'Venerável Mestre', 'Samael Aun Weor', 'Elon Musk', 'Taylor Wilson', 'Kirk Sorensen', 'mágica', 'Andy', 'paz invulnerável até breve']","['para', 'elon musk', 'musk', 'elon', 'em']",-0.4724,Negative
5886,KAJFALcJjac,"Another stupid question, can you use Siris radio or local radio stations?","Another stupid question, can you use Siris radio or local radio stations?",['Siris'],"['radio', 'local', 'stations', 'question', 'stupid']",-0.5267,Negative
5887,KAJFALcJjac,"Andy, a stupid question, when you routes you, does it speak the directions to you the way Apple Car Play does?","Andy, a stupid question, when you routes you, does it speak the directions to you the way Apple Car Play does?","['Andy', 'Apple Car Play']","['does', 'apple car', 'car play', 'speak', 'play']",-0.25,Negative
5888,KAJFALcJjac,very helpful and descriptive video. thanks,very helpful and descriptive video. thanks,[],"['video thanks', 'helpful', 'thanks', 'video']",0.7178,Positive
5889,KAJFALcJjac,Question on Tesla App: About to take delivery of MYLR. My wife and I will both be driving car. I have started a Tesla account to manage purchase and operate car when it comes. Does my wife have to have her own account and add the car to hers or do we both just stay logged in to same account?,Question on Tesla App: About to take delivery of MYLR. My wife and I will both be driving car. I have started a Tesla account to manage purchase and operate car when it comes. Does my wife have to have her own account and add the car to hers or do we both just stay logged in to same account?,"['MYLR', 'Tesla']","['account', 'wife', 'car', 'tesla app', 'manage']",0.0,Neutral
5890,KAJFALcJjac,"It probably isn't a big deal, but the owner's manual specifically says to use two hands to close the frunk and to not place pressure directly over the center of the frunk because that could damage the locking mechanism (instead use two hands to the left and right of the center of the frunk)","It probably isn't a big deal, but the owner's manual specifically says to use two hands to close the frunk and to not place pressure directly over the center of the frunk because that could damage the locking mechanism (instead use two hands to the left and right of the center of the frunk)",[],"['frunk', 'use hands', 'hands', 'center', 'use']",-0.453,Negative
5891,KAJFALcJjac,Just wondering do Teslas have an FM/AM radio? Not streaming radio.,Just wondering do Teslas have an FM/AM radio? Not streaming radio.,['Teslas'],"['radio', 'wondering', 'teslas', 'just']",0.0,Neutral
5892,KAJFALcJjac,"Thank you so much for uploading this. I just purchased the model Y and found this tutorial to be very informative, straight forward, and well instructed! I feel less anxious about taking over my first electric vehicle.","Thank you so much for uploading this. I just purchased the model Y and found this tutorial to be very informative, straight forward, and well instructed! I feel less anxious about taking over my first electric vehicle.",[],"['straight forward', 'anxious', 'purchased', 'electric vehicle', 'tutorial']",0.6557,Positive
5893,KAJFALcJjac,Daaaaaaaaamnn!!!! That's the ugliest car on the market right now I swear! And you might as well wear a big MAGA hat and slap a Trump 2024 sticker on the bumper the way Elon is behaving. LOL!!! Funny dumb ass Americans will never change.,Daaaaaaaaamnn!!!! That's the ugliest car on the market right now I swear! And you might as well wear a big MAGA hat and slap a Trump 2024 sticker on the bumper the way Elon is behaving. LOL!!! Funny dumb ass Americans will never change.,"['MAGA', 'Trump', 'Americans']","['market right', 'maga', 'hat', 'slap', 'swear']",-0.5907,Negative
5894,KAJFALcJjac,"That is exactly the incorrect way to close the trunk. If you check the manual, they explicitly state that you should NOT apply pressure in the middle, but instead use two hands left and right of the logo to press the frunk closed.","That is exactly the incorrect way to close the trunk. If you check the manual, they explicitly state that you should NOT apply pressure in the middle, but instead use two hands left and right of the logo to press the frunk closed.",[],"['close trunk', 'way close', 'use hands', 'apply', 'incorrect']",0.1139,Positive
